"No.","Nama Akun","Komentar","Kategori"
"6129","Keysha Brilliant","nonton neng kene malah cethuuuu..Nang Kono desuk²an,Bali bengi,jajan wae","1"
"6130","Boy Valerie","nek ra gelem turu ae:moai:","1"
"6131","Downee","penontone mbludaak","1"
"6132","Kav","tvri yo jeh nntn ning kono mas","1"
"6133","Indri Tri","estehhhnyaaaaa ,aqua aqua ,telur gulung","1"
"6134","abdul azis","sound e tulung","1"
"6135","Mareta Wulandari","tukang parkire madang geden","1"
"6136","dwarfish chana chanel","aq lewat sounde lor tugu glerrrrrr","1"
"6137","Aris pongge","kon live to dap","1"
"6138","Arief Nur","Penonton bukan undangan gak bisa masuk bikin kecewa","1"
"6139","Reyka Zirlyroscn","istimewa sekali jogja :face_holding_back_tears: bolak ballek mrono panggah gamon","1"
"6140","Kav","GOJEKK ATAS NAMA YANTOOOO","1"
"6141","Kav","KAK YANTOOO","1"
"6142","Boy Valerie","Aku asline tamu VIP tapi mbolos","1"
"6143","AXOLOTL","ada kak kev","1"
"6144","Yuni Alex","Met Ultah Jogja Istimewa...","1"
"6145","saryanto saryanto","selamat ulang tahun Jogja","1"
"6146","Ivandito Maulana","salam buat ibu saya di rumah","1"
"6147","AXOLOTL","raaawwwrrwr dong","1"
"6148","Kav","lambene boy","1"
"6149","Faith Kinayaputri Pongpalilu","acara ini sampai jam berapa","1"
"6150","Downee","Ealah pesen opo lek Yanto","1"
"6151","abdul azis","kok Ra boso jowo wae mc ne","1"
"6152","Boy Valerie","tenan aku mas","1"
"6153","Sisca Taruna [OFFICIAL]","Selamat ulang tahun kota tercintaku:white_heart::white_heart:","1"
"6154","Khoirunnisa","nnton ro delok live penakk , raa desek desekan","1"
"6155","Kav","YANTOO MESEN SEBLAK IKI DIARAHKE NING TUGUU, yantooooo","1"
"6156","Ivandito Maulana","kak ross es teh","1"
"6157","AXOLOTL","sek tenan","1"
"6158","Gigih Candra","rame ga di tugu?","1"
"6159","dwarfish chana chanel","kiro2 thamuz, dyroth, vexana ro eudora ana ra yooo","1"
"6160","Khoirunnisa","isoo teturon","1"
"6161","Ivandito Maulana","es teh jumbo","1"
"6162","Boy Valerie","yoh budal dodolan teh es jumbo laris iki","1"
"6163","Reni Cahya","rasah umpek umpekan cukup nonton di sini.:face-blue-smiling:","1"
"6164","Kav","ono mas bre ga ning kono?","1"
"6165","AXOLOTL","Gatotkaca kombo Karo karmila","1"
"6166","Arif Mardian","salam keluarga saya yang ada di rumah","1"
"6167","Rina febriana official","met ultah jogja ku teecintaaa :red_heart::heart_hands::heart_hands::heart_hands::heart_hands::heart_hands:","1"
"6168","roma dhoning","halo rek","1"
"6169","Reni Cahya","btw selamat hari jadi Yogyakarta kuhh","1"
"6170","Kav","mas bre","1"
"6171","Padmono Haryanto","SALAM...ISTIMEWA","1"
"6172","AXOLOTL","rawr","1"
"6173","Ivandito Maulana","info es teh jumbo gratis","1"
"6174","Fitri Ernawati","nonton d dieu wae bari rebahan daru pada kaditu macett","1"
"6175","Sinta_dkh","wes nonon kene wae gaes:rolling_on_the_floor_laughing:","1"
"6176","saryanto saryanto","jogja selalu istimewa","1"
"6177","jeki rahmat","dadi mc bayaran piro lekk","1"
"6178","Allan Detria","HBD YOGYAKARTA :birthday_cake:","1"
"6179","Rangga Dwitama","Atas nam Yanto","1"
"6180","Kav","YANTOO","1"
"6181","al- GOZAli","kasian Gak di jawab wkwkwk","1"
"6182","Pras Joss","Samarinda Kaltim hadir.....:clapping_hands::clapping_hands::clapping_hands::clapping_hands:","1"
"6183","Viko NAEP","mase tremor:rolling_on_the_floor_laughing:","1"
"6184","Salma nur fadila","iki mah akeh gojek","1"
"6185","kaizell","Sapaaa yg tinggal di Pakualaman nonton live ajaaa","1"
"6186","Apridho Mulyo Nurrezky","isih ono tempat ora lur","1"
"6187","pandoe atmaja","selamat ulang tahun jogja,sama ulang tahun suami.q:red_heart:","1"
"6188","Kav","yantoo iki seblake","1"
"6189","Khoirunnisa","wkwkwkwkkwkw sek pesen gojek kurangajar cenan","1"
"6190","Indri Tri","esteh nya kk","1"
"6191","Adit Yoga","YANTOOO","1"
"6192","Wahid Kamdhi","to yantoo","1"
"6193","Adit Yoga","KAK YANTOO","1"
"6194","Kav","eh jeh indonesia raya, ","1"
"6195","Gita Aurellia","selamat ulang tahun Jogja ku","1"
"6196","Kav","ojo guyon lur","1"
"6197","Salma nur fadila","ono sek dodol es teh ra ki","1"
"6198","DHILZZ","jyann rame ne poll","1"
"6199","David Terate","santai santai","1"
"6200","Martoh","info parkir sebelah mana aja y","1"
"6201","Aini Syifa Mazida","Selamat ulang tahun yang ke 268 kota yogyakarta… salam hangat dari pks muda yogyakarta","1"
"6202","Renza Kusumaningtyas_24","pgn lihat :(","1"
"6203","David Terate","SANTAI SANTAI","1"
"6204","Candra Budi","ngisak dulu kak","1"
"6205","Indri Tri","eteh ya kk aquaaaa","1"
"6206","Kav","YANTOOO NYANYII INDONESIA SEKK, ORDERAN E TAK PENDING","1"
"6207","Ordinary Watcher","telat kah, baru liat, atau baru mulai?","1"
"6208","Reinata C","padahal mau liat langsung:loudly_crying_face:","1"
"6209","alfa official","Ono SG dodol esteh Ra ,NK ora tak Gowo sko omah","1"
"6210","Qartwedding Channel","penuhhhhb","1"
"6211","Reyka Zirlyroscn","nonton kambek madang sego koceng enak iki","1"
"6212","Viko NAEP","sopo ngelak, aku bakol","1"
"6213","Vinza Dwi syaputra","selamat HUT kota Yogyakarta","1"
"6214","Wahid Kamdhi","indonesia raya sik lek","1"
"6215","J Suhirman","Sambas hadir. Indonesia Raya harus mars","1"
"6216","DHILZZ","yoo tak tumbas es mu serlok","1"
"6217","Imasnimah","nonton ponakan joget hanoman seko omah ...","1"
"6218","al- GOZAli","Ini orang orang kagak ada suara apa begimana?","1"
"6219","Riyan Mangil","yok yok","1"
"6220","al- GOZAli","kagak ada suaranya","1"
"6221","Kav","dihimbau untuk kawan kawan, kalau mau hadir akan sangat ramai, dan lokasi nya karna setara dengan tanah dan tidak ada panggung jadi susah terlihat","1"
"6222","Ivandito Maulana","semangat mbakku yang lagi nyanyi Indonesia Raya","1"
"6223","Budiman Budiman","penyanyine engap","1"
"6224","Ayu ri97","waywng","1"
"6225","Pras Joss","selamat ulang tahun Jogyakarta kota pendidikan dan budaya,jayaselalu","1"
"6226","Kav","ono suoronee, hapemuuu rusakkkk","1"
"6227","Faith Kinayaputri Pongpalilu","sebenarnya mau liat langsung:disappointed_face:","1"
"6228","prima Kholik","estehku dilarisi lurd Ng Buri panggung","1"
"6229","Wahyuperdana Presdianto","mantap suaranya","1"
"6230","Nofee Azhar","yg nyanyi namanya siapa?","1"
"6231","al- GOZAli","WOOOOO","1"
"6232","Ivandito Maulana","rasido mbakku deng:rolling_on_the_floor_laughing:","1"
"6233","DHILZZ","yoo otw tuku","1"
"6234","Ayu ri97","bilang ya wayang","1"
"6235","Sukasih Sugeng","Selamat ulang taun jugja Semoga Tambah jaya sukses Semua nya Amin ,,,aku orang jugja lagi di Rantau,,,","1"
"6236","Lutfiansyah Adji wibowo","aslinya pada nyanyi semua to,kan yg di yt cuma nampilin suara MC aja","1"
"6237","Viko NAEP","wah ga dikei backsound","1"
"6238","Kav","INDONESIAA RAYA NDISEKKKK OJO DODOLANN ESTEHHHHH","1"
"6239","Fendi 712","esteh e kirim gk iso mas","1"
"6240","Adit Yoga","KAK YANTO SILAHKAN ANGKAT TANGAN","1"
"6241","Vivit Wijayanti","wey beli itu es teh nya mas prima","1"
"6242","Diaz AL Fatih","pengen liat langsung :pensive_face::pensive_face::pensive_face::pensive_face:","1"
"6243","Salma nur fadila","wes rasah delok langsung umpek*an ndak semapot","1"
"6244","aeuiaa _","kirim mas es teh e","1"
"6245","prima Kholik","gak ISO cod macet","1"
"6246","Kav","YANTOOOO SEBLAK MUU KIII","1"
"6247","Fitriana Ardiyani","tak streaming waeeee... ga kuat nek ndono:face_with_hand_over_mouth:","1"
"6248","Indri Tri","telur gulung ,","1"
"6249","Kav","asem to yanto","1"
"6250","Muhammad Andik Kurniawan 22","iso cod ra es teh e","1"
"6251","Da vinci","tulong kuluah mbengi","1"
"6252","fatkhul bari","tempone terlalu lambat yo?","1"
"6253","Dyahrani Setyani","malah jelas dsni drpd dsna","1"
"6254","Binunk dwik","mas agha tak wa drimu","1"
"6255","Candra Budi","madang sek nok","1"
"6256","Dyahrani Setyani","iso turon2","1"
"6257","Abimanyu Baskoro","kebak, penak live streaming, iso karo teturon :beaming_face_with_smiling_eyes:","1"
"6258","Adit Yoga","KAK YANTO ANGKAT TANGAN ","1"
"6259","Kav","to yanto","1"
"6260","Candra Budi","kopine endi nok","1"
"6261","Indri Tri","aku lali nek dadi mc mah towo telur gulung","1"
"6262","Kav","gwlem seblak mu rak","1"
"6263","Adit Yoga","KAK YANTO SILAHKAN MERAPAT KE PANGGUNG","1"
"6264","Ivandito Maulana","ES TEH READY MASEE GRATIS IKI LAGI IDER","1"
"6265","Imasnimah","Alhamdulillah nyanyi INDONESIA RAYA tanpa musik","1"
"6266","Viko NAEP","warga asli jogja mesti nonton nengomah","1"
"6267","Candra Budi","kene mas es teh e","1"
"6268","Mas Pur714","josssss","1"
"6269","Muhammad Andik Kurniawan 22","nek neng kono mung ndelok ndas tok wong ra ketok wkwk","1"
"6270","AXOLOTL","GATOTKACA SKY PIERCER","1"
"6271","DHILZZ","inpo es teh wes ngelak tnn ikii","1"
"6272","Kav","kata kak yanto, saya ada di kerumunan pake celana pendek","1"
"6273","Ayu ri97","bang Yanto nama bepak teman gua iki","1"
"6274","Kav","DIKIRO SING KATOK CEKAK KOE TOK, to yantooooo","1"
"6275","AXOLOTL","GATOTKACA SKY PIERCER","1"
"6276","Salma nur fadila","dikon ngumumke mc ne wae mas nk yanto raketemu","1"
"6277","Rafka aditya","satria","1"
"6278","Candra Budi","es teh es teh READY","1"
"6279","Ayu ri97","Gatot koco","1"
"6280","arif ramadhan","aku udh sampai rumah mending nonton di sini aja rame bet tadi ga kuat sumuk bgt tapi tetap istimewa kota ku","1"
"6281","DHILZZ","es tehhh","1"
"6282","Candra Manurung","kripik","1"
"6283","Boy Valerie","HALOOOO SAYA KEMBALI","1"
"6284","Aira mariska Setiawan","yanto meresahkan","1"
"6285","Linda Indrawati","maju terus","1"
"6286","As","BAN GATOT","1"
"6287","Indri Tri","gatotkaca dateng beneran langsung kasih ulti pada jondil","1"
"6288","Kav","TOO YANTOOO","1"
"6289","al- GOZAli","apa. lagiiii","1"
"6290","Ayu ri97","arang Sundah bilang sundah","1"
"6291","Muhammad Andik Kurniawan 22","kang kancaku eko bar mangan mie sukses malah bangkrut","1"
"6292","Kav","kebelet ngiseng ki lur","1"
"6293","roma dhoning","gatotkaca damenge","1"
"6294","David Terate","NTO YANTO NGEREPOTI WEKIII","1"
"6295","olivia puspa esmeralda","FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN :check_mark_button:","1"
"6296","Kav","tulunggg, kebelet ngiseng","1"
"6297","Maria Tul","YAA SAYYIDII YAA ROSUULALLOOH","1"
"6298","al- GOZAli","halo pak uno","1"
"6299","Prastiwi Prastiwi","Chongratulation Jogja Istimewa","1"
"6300","Made Djogdja","hbd jogjaku","1"
"6301","al- GOZAli","uno dos tres","1"
"6302","Kav","tooo yantooo orderan muu ki loo, asem kebelet ngiseng","1"
"6303","WesKejeron","sopo wi","1"
"6304","DHILZZ","inpo es tehhhh","1"
"6305","Dea Anggi Christanti","HUT Kota Jogja :heart_suit::heart_suit::heart_suit:","1"
"6306","Made Djogdja",":hand-pink-waving:","1"
"6307","YUSTINUS KEENAN TRIANANTO","selamat ulang tahun jogjakarta","1"
"6308","Yustin Safrilia","Sugeng tanggap warso Jogjaku :red_heart:","1"
"6309","Muhammad Andik Kurniawan 22","kang kancaku jeneng e yanto kerep ngising neng katok","1"
"6310","Aris pongge","aku tampil","1"
"6311","Desti Nurani","yantooo .ngrepoti uwong","1"
"6312","Budiman Budiman","wong Yojo ki cen dlogok og","1"
"6313","Khoirunnisa",":hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:","1"
"6314","Aufar Aziz","slmt ulang tahun Jogja :red_heart::red_heart::red_heart:","1"
"6315","Adit Yoga","TOO YANTOO METUO","1"
"6316","Kav","yantooo kii asem","1"
"6317","Sukasih Sugeng","wow katokk Jos,,,ramai nya sik nonton ampek 4,k lbihh mantap aku jugja sleman lagi Merantau lur","1"
"6318","Desti Nurani","nek aku melu narik rak yo gur mlh susah","1"
"6319","Ayu ri97","nan","1"
"6320","Via Wonsa","Pengen nonton langsung tp lagi hamil mesti umpek2an","1"
"6321","Nico Fredy","HUT JOGJA WJNC YESS","1"
"6322","MR.A(Rakha)",":face-blue-smiling::face-blue-smiling::face-blue-smiling::eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape:","1"
"6323","Muhammad Andik Kurniawan 22","kang aku request lagune guyon maton korban banci","1"
"6324","olivia puspa esmeralda","FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN DAGELAN :check_mark_button:","1"
"6325","Srikandi Tegex","aku ngarep dewe :smiling_face_with_sunglasses:","1"
"6326","umi hanik joss","live di tv, chnl apa ya","1"
"6327","Yulia Arthani Desi","yantoo sopoo to jane ki?","1"
"6328","Iann_febri","reog wes tampil rung","1"
"6329","Salma nur fadila","sopo ngelak aku bakol es","1"
"6330","Zott Chanel","HUTT JOGJA YANG KE 268","1"
"6331","Made Djogdja","hbd jogja :red_heart::red_heart::red_heart::red_heart:","1"
"6332","Boy Valerie","reog wis tampil","1"
"6333","Kav","mesennn gojek arahke ning tugu kak sama yanto","1"
"6334","Desti Nurani","bali gek pangan dewe mas","1"
"6335","As","mas tuku es jod ngarep tugu","1"
"6336","Kav","atas nama yanto","1"
"6337","indro suwarsono","telat rek","1"
"6338","DHILZZ","akuu pengen es teh","1"
"6339","Velicia Muljastari","congratulation to yogyakarta city.:red_heart::folded_hands::rose:","1"
"6340","Abiyan","FOKUS STREAMING WJNC :cross_mark: FOKUS MOCO KOMENAN DAGELAN :check_mark_button:","1"
"6341","Indri Tri","malika","1"
"6342","WesKejeron","kok go bahasa Inggris barang le ngomong","1"
"6343","olivia puspa esmeralda","kiro2 kapan jatahku sambutan yo, ket mau ra dipanggil","1"
"6344","Wahid Kamdhi","yanto hpne njeblug","1"
"6345","Mz di@n cs","assalamulaikum smuanya magelang hadir","1"
"6346","Kav","too yanto, orderan mu tak maem lo iki","1"
"6347","David Terate","NTO YANTO NGEREPOTI WEKIII","1"
"6348","Srikandi Tegex","aku ketok","1"
"6349","Gelar Budaya JOGJA ","ikut nyimak dari rumah, pengenya ke lokasi","1"
"6350","Dian Artha","hbd kotaku tercinta:face-red-heart-shape:","1"
"6351","Desti Nurani","pangan dwe wae","1"
"6352","Nathaniel Adrian","keren bang","1"
"6353","dwarfish chana chanel","shopefood. . .. grabfood. . . . hadirrr goleki ra yoooo","1"
"6354","Gelar Budaya JOGJA ","jauh dari lokasi min","1"
"6355","Kav","sijiiii??? too yanto tak pangan loo","1"
"6356","S6GH channel.","aku ngelak golek es teh ra ono sek liwat:face-blue-smiling:","1"
"6357","Aulia Azzahra","pgn rono","1"
"6358","Desti Nurani","nek rung di bayar yo di klem ke fiktif","1"
"6359","Kav","lorooo","1"
"6360","Srikandi Tegex","pak uno","1"
"6361","Kav","yantooo ~","1"
"6362","Mz di@n cs","dilok sinyal susah ta","1"
"6363","Ari Slamet","pengen Rono tapi Ra Ono motor :loudly_crying_face::loudly_crying_face:","1"
"6364","Tika Anwar","esteh esteh aku dodol esteh","1"
"6365","Iann_febri","reog wes tampil to?","1"
"6366","Velicia Muljastari","Happy Birthday kotaku tercinta.:red_heart::rose:","1"
"6367","Fajar Ramadhan01","rame msti","1"
"6368","Kav","yowes tak mam yo to yanto","1"
"6369","Nathaniel Adrian","jaya terus jogjaku, joooosss","1"
"6370","Rabiah","happy birthday jogjakuu . yang keberapa tahun inii","1"
"6371","Saryanto","aku yanto","1"
"6372","Salma nur fadila","wes panganen kang","1"
"6373","Boy Valerie","admin e ICJ kui yanto ..","1"
"6374","Sukasih Sugeng","wow ngisi sambutan nya pakai Bahasa ingris Juga masalah nya bnyakk orang bule ,/ turis yang Bahasa ingris bisr paham top :thumbs_up:","1"
"6375","Kav","sepurane to","1"
"6376","Novi Kurniawati","endeng enet","1"
"6377","Nathaniel Adrian","halo yanto, ada apa e aku ketinggalan","1"
"6378","Indri Tri","malika","1"
"6379","Muhammad Andik Kurniawan 22","Lek suroto sekolah e lulus,loro to salahe tulus wkwk","1"
"6380","Kav","wes mas, sidone tak mam","1"
"6381","Yahmi yati","lagi nyimak ono op to Yanto ki...","1"
"6382","Martoh","rene mas pak tuku es teh e","1"
"6383","Kav","udh 3x panggilan","1"
"6384","Ayu ri97","tsunami","1"
"6385","Pram","Hbd jogja","1"
"6386","WesKejeron","gawe dewe nng omh nek pengen es teh:face_with_tears_of_joy:","1"
"6387","David Terate","NTO NTO NGEREPOTI :rolling_on_the_floor_laughing:","1"
"6388","Khaistha Aulia Shohifah","meneng n","1"
"6389","Ari Slamet","Jogja selalu istimewa","1"
"6390","S6GH channel.","es teh es teh.sek bakul endi.wkwk","1"
"6391","TRISIYANA SIWANDITA","yanto sopo tho?","1"
"6392","Salma nur fadila","@Muhammad Andik Kurniawan 22 biyohh","1"
"6393","Kav","nggeh suwun sedulur sedoyo","1"
"6394","Tika Anwar","Sugeng ambal warso kutaku Jogja tercintah:smiling_face_with_hearts:","1"
"6395","Saryanto","sepurane","1"
"6396","Martoh","es e langka mas","1"
"6397","Boy Valerie","yanto admin e ICJ","1"
"6398","Muhammad Andik Kurniawan 22","kang agus ngising metu ne boto","1"
"6399","Gelar Budaya JOGJA ","es teh jumbo jangan sampai lupa","1"
"6400","Indri Tri","malika gek reneo ng mburiku iseh selo","1"
"6401","Salma nur fadila","aku bakul","1"
"6402","13_Jati Lukman Hakim","aku adol dawet","1"
"6403","Efi Puji","malika disini","1"
"6404","wulan ningrum","jogjaaa hadirrrr","1"
"6405","Desti Nurani","klemke fiktif wae","1"
"6406","dhav aw","es es","1"
"6407","Mikune","to yanto.. bali to golek bapak kon tuku rokok","1"
"6408","TRISIYANA SIWANDITA","owalah","1"
"6409","Ariel Putra","acara opo iki","1"
"6410","13_Jati Lukman Hakim","DAWET WOI DAWET BELAH LOR","1"
"6411","Candra Budi","HBD jogja ku tercintaaaaaaaaaa","1"
"6412","Kav","suwun dulur","1"
"6413","Efi Puji","aku goleki live e mau malah nemune israel","1"
"6414","alfa official","koe Nandi to AQ Ng Buri tugu","1"
"6415","Indri Tri","hhhh iki esteh.e diombe sek tuku 2 mau","1"
"6416","Saryanto","bapakku nginang","1"
"6417","Pram","Sugeng ambal warsa jogja ","1"
"6418","Mohammad Suharbiansyah","jogjaaaa:face_holding_back_tears:","1"
"6419","Candra Budi","darawet darawet","1"
"6420","S6GH channel.","golek es teh panas ono ora yo","1"
"6421","Efi Puji","jajan es teh urung gong?","1"
"6422","Panchan","psikologi ugm hadir","1"
"6423","TRISIYANA SIWANDITA","es teh nya mas mb","1"
"6424","Mulia Purwasih Santoso","Ndk bisa nntn langsung:persevering_face:.","1"
"6425","Indri Tri","astogfiruloh","1"
"6426","Dhany82 Channel","SELAMAT ULANG TAHUN KOTA JOGJA :red_heart::red_heart:","1"
"6427","Budi Santoso","jogja istimewa","1"
"6428","Kav","sek kecilik es teh, tak tukune wae mas","1"
"6429","Martoh","qu ng duwur tud","1"
"6430","As","ono sng dodol jenang rk ke","1"
"6431","JARANAN JOGJA","darawet darawet","1"
"6432","Candra Budi","pesen estehnya kak","1"
"6433","ARTIKA HOMESPA","aku orang yogya","1"
"6434","Martoh","tugu","1"
"6435","Kav","bar mam nggone yanto loro weteng","1"
"6436","Salma nur fadila","wedang ronde wedang wedang","1"
"6437","RATO_ LYNX","infokan di cari Bagas berkacamata di timur tugu","1"
"6438","Bagas Prihantoro","kulon Progo hadir","1"
"6439","13_Jati Lukman Hakim","TUKUNEN DAWET KU TUGU NGALOR","1"
"6440","Kav","nek nggon ngiseng ning sbelah ndi ya?","1"
"6441","Mama Mia","Sugeng ambal Warsa Jogjakarta","1"
"6442","Muhammad Andik Kurniawan 22","Kang aku meh nyekar neng ra ono kembar mawar nek tk ganti kembang api pripun","1"
"6443","Efi Puji","es jeruke setunggal mas","1"
"6444","Gelar Budaya JOGJA ","yok yang haus yang haus, es teh nya","1"
"6445","Miftachul Huda","seru iki","1"
"6446","Andy Pramadie","weh dodolan to","1"
"6447","Candra Budi","bantul hadir\","1"
"6448","Indri Tri","iki wes ngedep esteh ro telur gulung","1"
"6449","Fahrudin Uut","info solawatan ....","1"
"6450","Salma nur fadila","anget anget","1"
"6451","Srikandi Tegex","kav cah og ngisingan","1"
"6452","Aryanti Aryanti","SELAMAT ULANG TAHUN JOGJAKARTA","1"
"6453","Rozi Priambudi","rampungan,sampah e y dikondisikan wei","1"
"6454","Martoh","oke otw yu","1"
"6455","Boy Valerie","kowe ki kat mau tokan takon bab ngiseng ki kepeseng tenan po pie","1"
